tile_id,zone,row,col,tile_area_m2,street_len_m,bldg_area_m2,bldg_count,street_km_per_km2,bldg_coverage
east_04_00,east,0,4,141146.99054602534,773.473869064512,9231.677971880088,6,5.479917538959479,0.06540470991388098
east_04_01,east,1,4,250000.0,712.6344918953228,20203.819216297044,15,2.850537967581291,0.08081527686518818
east_04_02,east,2,4,250000.0,1511.3657796963196,20068.955576501532,30,6.045463118785278,0.08027582230600613
east_04_03,east,3,4,250000.0,1402.1669529075857,19131.306873396003,18,5.608667811630343,0.07652522749358401
east_04_04,east,4,4,250000.0,2098.8978065242513,32897.56727245715,19,8.395591226097006,0.1315902690898286
east_04_05,east,5,4,250000.0,1690.103720234535,12918.78889805,7,6.76041488093814,0.0516751555922
east_04_06,east,6,4,250000.0,2001.530044500231,38575.52923683747,19,8.006120178000923,0.15430211694734988
east_04_07,east,7,4,250000.0,1736.0613365067752,57619.92054287961,20,6.944245346027101,0.23047968217151846
east_04_08,east,8,4,250000.0,1651.691696347393,26430.37926725306,24,6.6067667853895715,0.10572151706901224
east_04_09,east,9,4,250000.0,3197.2013309839954,28013.104236100662,14,12.788805323935982,0.11205241694440266
east_04_10,east,10,4,250000.0,1550.671012183966,34932.761243325695,45,6.202684048735864,0.13973104497330277
east_04_11,east,11,4,250000.0,1435.1179818339442,18467.71720085516,38,5.7404719273357765,0.07387086880342064
east_04_12,east,12,4,250000.0,2674.9822378918607,27991.56471364472,30,10.699928951567443,0.11196625885457888
